TimeStamp,PM2.5(Ug/m3)
2017-02-28,45.2
2017-03-31,39.09
2017-04-30,34.93
2017-05-31,34.09
2017-06-30,57.4
2017-07-31,66.56
2017-08-31,60.46
2017-09-30,58.64
2017-10-31,52.49
2017-11-30,66.26
2017-12-31,69.7
2018-01-31,90.99
2018-02-28,65.03
2018-03-31,51.61
2018-04-30,40.67
2018-05-31,40.83
2018-06-30,50.64
2018-07-31,61.9
2018-08-31,68.04
2018-09-30,62.25
2018-10-31,119.0
